143,Randall,Matos,SKING,650.121.2874,1987-07-30,ST_CLERK,2600.00,0.00,124,50
144,Peter,Vargas,SKING,650.121.2004,1987-07-31,ST_CLERK,2500.00,0.00,124,50
145,John,Russell,SKING,011.44.1344.429268,1987-08-01,SA_MAN,14000.00,0.40,100,80
146,Karen,Partners,SKING,011.44.1344.467268,1987-08-02,SA_MAN,13500.00,0.30,100,80
147,Alberto,Errazuriz,SKING,011.44.1344.429278,1987-08-03,SA_MAN,12000.00,0.30,100,80
148,Gerald,Cambrault,SKING,011.44.1344.619268,1987-08-04,SA_MAN,11000.00,0.30,100,80
149,Eleni,Zlotkey,SKING,011.44.1344.429018,1987-08-05,SA_MAN,10500.00,0.20,100,80
150,Peter,Tucker,SKING,011.44.1344.129268,1987-08-06,SA_REP,10000.00,0.30,145,80
118,Guy,Himuro,SKING,515.127.4565,1987-07-05,PU_CLERK,2600.00,0.00,114,30
119,Karen,Colmenares,SKING,515.127.4566,1987-07-06,PU_CLERK,2500.00,0.00,114,30
120,Matthew,Weiss,SKING,650.123.1234,1987-07-07,ST_MAN,8000.00,0.00,100,50
121,Adam,Fripp,SKING,650.123.2234,1987-07-08,ST_MAN,8200.00,0.00,100,50
122,Payam,Kaufling,SKING,650.123.3234,1987-07-09,ST_MAN,7900.00,0.00,100,50
123,Shanta,Vollman,SKING,650.123.4234,1987-07-10,ST_MAN,6500.00,0.00,100,50
124,Kevin,Mourgos,SKING,650.123.5234,1987-07-11,ST_MAN,5800.00,0.00,100,50
151,David,Bernstein,SKING,011.44.1344.345268,1987-08-07,SA_REP,9500.00,0.25,145,80
152,Peter,Hall,SKING,011.44.1344.478968,1987-08-08,SA_REP,9000.00,0.25,145,80
153,Christopher,Olsen,SKING,011.44.1344.498718,1987-08-09,SA_REP,8000.00,0.20,145,80
154,Nanette,Cambrault,SKING,011.44.1344.987668,1987-08-10,SA_REP,7500.00,0.20,145,80
155,Oliver,Tuvault,SKING,011.44.1344.486508,1987-08-11,SA_REP,7000.00,0.15,145,80
156,Janette,King,SKING,011.44.1345.429268,1987-08-12,SA_REP,10000.00,0.35,146,80
157,Patrick,Sully,SKING,011.44.1345.929268,1987-08-13,SA_REP,9500.00,0.35,146,80
158,Allan,McEwen,SKING,011.44.1345.829268,1987-08-14,SA_REP,9000.00,0.35,146,80
159,Lindsey,Smith,SKING,011.44.1345.729268,1987-08-15,SA_REP,8000.00,0.30,146,80
125,Julia,Nayer,SKING,650.999.1214,1987-07-12,ST_CLERK,3200.00,0.00,120,50
126,Irene,Mikkilineni,SKING,650.999.1224,1987-07-13,ST_CLERK,2700.00,0.00,120,50
127,James,Landry,SKING,650.999.1334,1987-07-14,ST_CLERK,2400.00,0.00,120,50
128,Steven,Markle,SKING,650.999.1434,1987-07-15,ST_CLERK,2200.00,0.00,120,50
160,Louise,Doran,SKING,011.44.1345.629268,1987-08-16,SA_REP,7500.00,0.30,146,80
161,Sarath,Sewall,SKING,011.44.1345.529268,1987-08-17,SA_REP,7000.00,0.25,146,80
162,Clara,Vishney,SKING,011.44.1346.129268,1987-08-18,SA_REP,10500.00,0.25,147,80
163,Danielle,Greene,SKING,011.44.1346.229268,1987-08-19,SA_REP,9500.00,0.15,147,80
164,Mattea,Marvins,SKING,011.44.1346.329268,1987-08-20,SA_REP,7200.00,0.10,147,80
165,David,Lee,SKING,011.44.1346.529268,1987-08-21,SA_REP,6800.00,0.10,147,80
166,Sundar,Ande,SKING,011.44.1346.629268,1987-08-22,SA_REP,6400.00,0.10,147,80
167,Amit,Banda,SKING,011.44.1346.729268,1987-08-23,SA_REP,6200.00,0.10,147,80
168,Lisa,Ozer,SKING,011.44.1343.929268,1987-08-24,SA_REP,11500.00,0.25,148,80
169,Harrison,Bloom,SKING,011.44.1343.829268,1987-08-25,SA_REP,10000.00,0.20,148,80
170,Tayler,Fox,SKING,011.44.1343.729268,1987-08-26,SA_REP,9600.00,0.20,148,80
171,William,Smith,SKING,011.44.1343.629268,1987-08-27,SA_REP,7400.00,0.15,148,80
172,Elizabeth,Bates,SKING,011.44.1343.529268,1987-08-28,SA_REP,7300.00,0.15,148,80
173,Sundita,Kumar,SKING,011.44.1343.329268,1987-08-29,SA_REP,6100.00,0.10,148,80
174,Ellen,Abel,SKING,011.44.1644.429267,1987-08-30,SA_REP,11000.00,0.30,149,80
175,Alyssa,Hutton,SKING,011.44.1644.429266,1987-08-31,SA_REP,8800.00,0.25,149,80
176,Jonathon,Taylor,SKING,011.44.1644.429265,1987-09-01,SA_REP,8600.00,0.20,149,80
177,Jack,Livingston,SKING,011.44.1644.429264,1987-09-02,SA_REP,8400.00,0.20,149,80
178,Kimberely,Grant,SKING,011.44.1644.429263,1987-09-03,SA_REP,7000.00,0.15,149,0
179,Charles,Johnson,SKING,011.44.1644.429262,1987-09-04,SA_REP,6200.00,0.10,149,80
180,Winston,Taylor,SKING,650.507.9876,1987-09-05,SH_CLERK,3200.00,0.00,120,50
181,Jean,Fleaur,SKING,650.507.9877,1987-09-06,SH_CLERK,3100.00,0.00,120,50
182,Martha,Sullivan,SKING,650.507.9878,1987-09-07,SH_CLERK,2500.00,0.00,120,50
183,Girard,Geoni,SKING,650.507.9879,1987-09-08,SH_CLERK,2800.00,0.00,120,50
184,Nandita,Sarchand,SKING,650.509.1876,1987-09-09,SH_CLERK,4200.00,0.00,121,50
185,Alexis,Bull,SKING,650.509.2876,1987-09-10,SH_CLERK,4100.00,0.00,121,50
186,Julia,Dellinger,SKING,650.509.3876,1987-09-11,SH_CLERK,3400.00,0.00,121,50
187,Anthony,Cabrio,SKING,650.509.4876,1987-09-12,SH_CLERK,3000.00,0.00,121,50
188,Kelly,Chung,SKING,650.505.1876,1987-09-13,SH_CLERK,3800.00,0.00,122,50
189,Jennifer,Dilly,SKING,650.505.2876,1987-09-14,SH_CLERK,3600.00,0.00,122,50
190,Timothy,Gates,SKING,650.505.3876,1987-09-15,SH_CLERK,2900.00,0.00,122,50
191,Randall,Perkins,SKING,650.505.4876,1987-09-16,SH_CLERK,2500.00,0.00,122,50
192,Sarah,Bell,SKING,650.501.1876,1987-09-17,SH_CLERK,4000.00,0.00,123,50
193,Britney,Everett,SKING,650.501.2876,1987-09-18,SH_CLERK,3900.00,0.00,123,50
194,Samuel,McCain,SKING,650.501.3876,1987-09-19,SH_CLERK,3200.00,0.00,123,50
195,Vance,Jones,SKING,650.501.4876,1987-09-20,SH_CLERK,2800.00,0.00,123,50
196,Alana,Walsh,SKING,650.507.9811,1987-09-21,SH_CLERK,3100.00,0.00,124,50
197,Kevin,Feeney,SKING,650.507.9822,1987-09-22,SH_CLERK,3000.00,0.00,124,50
198,Donald,OConnell,SKING,650.507.9833,1987-09-23,SH_CLERK,2600.00,0.00,124,50
199,Douglas,Grant,SKING,650.507.9844,1987-09-24,SH_CLERK,2600.00,0.00,124,50
200,Jennifer,Whalen,SKING,515.123.4444,1987-09-25,AD_ASST,4400.00,0.00,101,10
201,Michael,Hartstein,SKING,515.123.5555,1987-09-26,MK_MAN,13000.00,0.00,100,20
202,Pat,Fay,SKING,603.123.6666,1987-09-27,MK_REP,6000.00,0.00,201,20
203,Susan,Mavris,SKING,515.123.7777,1987-09-28,HR_REP,6500.00,0.00,101,40
204,Hermann,Baer,SKING,515.123.8888,1987-09-29,PR_REP,10000.00,0.00,101,70
205,Shelley,Higgins,SKING,515.123.8080,1987-09-30,AC_MGR,12000.00,0.00,101,110
206,William,Gietz,SKING,515.123.8181,1987-10-01,AC_ACCOUNT,8300.00,0.00,205,110
